run_id,benchmark,mode,model,field,summary_value,artifact_value,delta,status
rtlopt_equivalence_qwen36_27b,rtlopt,equivalence,qwen36-27b,code_extraction_failure,N/A,0,,n/a
rtlopt_equivalence_qwen36_27b,rtlopt,equivalence,qwen36-27b,timeout,2,2,0,match
rtlopt_equivalence_qwen36_27b,rtlopt,equivalence,qwen36-27b,synthesis_failure,4,4,0,match
rtlopt_equivalence_qwen36_27b,rtlopt,equivalence,qwen36-27b,equiv_failure,9,9,0,match
rtlopt_equivalence_qwen36_35b_a3b,rtlopt,equivalence,qwen36-35b-a3b,samples,40,40,0,match
rtlopt_equivalence_qwen36_35b_a3b,rtlopt,equivalence,qwen36-35b-a3b,passed,19,19,0,match
rtlopt_equivalence_qwen36_35b_a3b,rtlopt,equivalence,qwen36-35b-a3b,compile_failure,N/A,0,,n/a
rtlopt_equivalence_qwen36_35b_a3b,rtlopt,equivalence,qwen36-35b-a3b,simulation_failure,N/A,0,,n/a
rtlopt_equivalence_qwen36_35b_a3b,rtlopt,equivalence,qwen36-35b-a3b,code_extraction_failure,N/A,0,,n/a
rtlopt_equivalence_qwen36_35b_a3b,rtlopt,equivalence,qwen36-35b-a3b,timeout,1,1,0,match
rtlopt_equivalence_qwen36_35b_a3b,rtlopt,equivalence,qwen36-35b-a3b,synthesis_failure,5,5,0,match
rtlopt_equivalence_qwen36_35b_a3b,rtlopt,equivalence,qwen36-35b-a3b,equiv_failure,15,15,0,match
rtlopt_equivalence_qwen3_coder,rtlopt,equivalence,qwen3-coder-30b-a3b-instruct,samples,40,40,0,match
rtlopt_equivalence_qwen3_coder,rtlopt,equivalence,qwen3-coder-30b-a3b-instruct,passed,19,19,0,match
rtlopt_equivalence_qwen3_coder,rtlopt,equivalence,qwen3-coder-30b-a3b-instruct,compile_failure,N/A,0,,n/a
rtlopt_equivalence_qwen3_coder,rtlopt,equivalence,qwen3-coder-30b-a3b-instruct,simulation_failure,N/A,0,,n/a
rtlopt_equivalence_qwen3_coder,rtlopt,equivalence,qwen3-coder-30b-a3b-instruct,code_extraction_failure,2,2,0,match
rtlopt_equivalence_qwen3_coder,rtlopt,equivalence,qwen3-coder-30b-a3b-instruct,timeout,2,2,0,match
rtlopt_equivalence_qwen3_coder,rtlopt,equivalence,qwen3-coder-30b-a3b-instruct,synthesis_failure,1,1,0,match
rtlopt_equivalence_qwen3_coder,rtlopt,equivalence,qwen3-coder-30b-a3b-instruct,equiv_failure,16,16,0,match
rtlopt_equivalence_qwen25_coder,rtlopt,equivalence,qwen25-coder-32b,samples,40,40,0,match
rtlopt_equivalence_qwen25_coder,rtlopt,equivalence,qwen25-coder-32b,passed,19,19,0,match
rtlopt_equivalence_qwen25_coder,rtlopt,equivalence,qwen25-coder-32b,compile_failure,N/A,0,,n/a
rtlopt_equivalence_qwen25_coder,rtlopt,equivalence,qwen25-coder-32b,simulation_failure,N/A,0,,n/a
rtlopt_equivalence_qwen25_coder,rtlopt,equivalence,qwen25-coder-32b,code_extraction_failure,N/A,0,,n/a
rtlopt_equivalence_qwen25_coder,rtlopt,equivalence,qwen25-coder-32b,timeout,N/A,0,,n/a
rtlopt_equivalence_qwen25_coder,rtlopt,equivalence,qwen25-coder-32b,synthesis_failure,4,4,0,match
rtlopt_equivalence_qwen25_coder,rtlopt,equivalence,qwen25-coder-32b,equiv_failure,17,17,0,match
rtlopt_equivalence_deepseek_coder,rtlopt,equivalence,deepseek-coder-v2-lite-instruct,samples,40,40,0,match
rtlopt_equivalence_deepseek_coder,rtlopt,equivalence,deepseek-coder-v2-lite-instruct,passed,29,29,0,match
rtlopt_equivalence_deepseek_coder,rtlopt,equivalence,deepseek-coder-v2-lite-instruct,compile_failure,N/A,0,,n/a
rtlopt_equivalence_deepseek_coder,rtlopt,equivalence,deepseek-coder-v2-lite-instruct,simulation_failure,N/A,0,,n/a
rtlopt_equivalence_deepseek_coder,rtlopt,equivalence,deepseek-coder-v2-lite-instruct,code_extraction_failure,1,1,0,match
rtlopt_equivalence_deepseek_coder,rtlopt,equivalence,deepseek-coder-v2-lite-instruct,timeout,2,2,0,match
rtlopt_equivalence_deepseek_coder,rtlopt,equivalence,deepseek-coder-v2-lite-instruct,synthesis_failure,3,3,0,match
rtlopt_equivalence_deepseek_coder,rtlopt,equivalence,deepseek-coder-v2-lite-instruct,equiv_failure,5,5,0,match
